Item_Identifier,Item_Type,Item_Fat_Content,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_City,Item_Outlet_Sales
FDX58,Snack Foods,Low Fat,13.15,0.043755405,182.895,OUT035,2004,Small,Tier 2,Ahmedabad,3112.615
FDB09,Fruits and Vegetables,Low Fat,16.25,0.057385239,126.2046,OUT035,2004,Small,Tier 2,Ahmedabad,1369.5506
FDK27,Meat,Low Fat,11.0,0.008944844,122.3756,OUT035,2004,Small,Tier 2,Ahmedabad,2059.9852
DRL49,Soft Drinks,Low Fat,13.15,0.056418354,142.4812,OUT035,2004,Small,Tier 2,Ahmedabad,2422.1804
NCN06,Household,Low Fat,8.39,0.120474481,165.5868,OUT035,2004,Small,Tier 2,Ahmedabad,1965.4416
FDS08,Fruits and Vegetables,Low Fat,5.735,0.05695045,177.937,OUT035,2004,Small,Tier 2,Ahmedabad,1587.933
FDI52,Frozen Foods,Low Fat,18.7,0.104658344,121.2072,OUT035,2004,Small,Tier 2,Ahmedabad,1470.0864
NCG18,Household,Low Fat,15.3,0.0,103.5332,OUT035,2004,Small,Tier 2,Ahmedabad,3383.5956
FDP46,Snack Foods,Low Fat,15.35,0.074601506,90.983,OUT035,2004,Small,Tier 2,Ahmedabad,1348.245
DRJ11,Hard Drinks,Low Fat,9.5,0.085075063,189.0872,OUT035,2004,Small,Tier 2,Ahmedabad,3970.8312
FDO12,Baking Goods,Low Fat,15.75,0.054920146,195.8452,OUT035,2004,Small,Tier 2,Ahmedabad,4893.63
FDC58,Snack Foods,Low Fat,10.195,0.041934387,44.6428,OUT035,2004,Small,Tier 2,Ahmedabad,615.1992
FDS12,Baking Goods,Low Fat,9.1,0.174085625,124.6362,OUT035,2004,Small,Tier 2,Ahmedabad,2390.8878
FDH38,Canned,Low Fat,6.425,0.010436256,115.5808,OUT035,2004,Small,Tier 2,Ahmedabad,3749.7856
NCZ42,Household,Low Fat,10.5,0.011285795,235.8248,OUT035,2004,Small,Tier 2,Ahmedabad,4266.4464
NCN18,Household,Low Fat,8.895,0.0,111.9544,OUT035,2004,Small,Tier 2,Ahmedabad,1565.9616
FDQ52,Frozen Foods,Low Fat,17.0,0.119362409,249.4434,OUT035,2004,Small,Tier 2,Ahmedabad,5960.2416
FDO60,Baking Goods,Low Fat,20.0,0.034363029,43.5086,OUT035,2004,Small,Tier 2,Ahmedabad,401.4774
FDC32,Fruits and Vegetables,Low Fat,18.35,0.099090261,94.0462,OUT035,2004,Small,Tier 2,Ahmedabad,555.2772
FDI35,Starchy Foods,Low Fat,14.0,0.041283361,182.4634,OUT035,2004,Small,Tier 2,Ahmedabad,5452.902
NCP54,Household,Low Fat,15.35,0.035143024,124.373,OUT035,2004,Small,Tier 2,Ahmedabad,2093.941
NCK30,Household,Low Fat,14.85,0.060967038,254.3698,OUT035,2004,Small,Tier 2,Ahmedabad,4566.0564
DRB24,Soft Drinks,Low Fat,8.785,0.020573334,156.4656,OUT035,2004,Small,Tier 2,Ahmedabad,2162.5184
FDI26,Canned,Low Fat,5.94,0.034880143,177.9344,OUT035,2004,Small,Tier 2,Ahmedabad,4460.86
NCW17,Health and Hygiene,Low Fat,18.0,0.019382568,129.3994,OUT035,2004,Small,Tier 2,Ahmedabad,3340.9844
FDG45,Fruits and Vegetables,Low Fat,8.1,0.128011859,210.9902,OUT035,2004,Small,Tier 2,Ahmedabad,6371.706
NCT06,Household,Low Fat,17.1,0.038730229,166.2842,OUT035,2004,Small,Tier 2,Ahmedabad,4807.7418
NCE54,Household,Low Fat,20.7,0.02689477,76.7354,OUT035,2004,Small,Tier 2,Ahmedabad,2482.7682
DRG15,Dairy,Low Fat,6.13,0.076721393,59.4536,OUT035,2004,Small,Tier 2,Ahmedabad,2021.3688
NCE19,Household,Low Fat,8.97,0.092997032,55.2956,OUT035,2004,Small,Tier 2,Ahmedabad,873.5296
NCX42,Household,Low Fat,6.36,0.005977465,163.3526,OUT035,2004,Small,Tier 2,Ahmedabad,2631.2416
NCI55,Household,Low Fat,18.6,0.012651172,123.1414,OUT035,2004,Small,Tier 2,Ahmedabad,2314.9866
FDS03,Meat,Low Fat,7.825,0.079613553,65.0826,OUT035,2004,Small,Tier 2,Ahmedabad,1162.4868
DRF23,Hard Drinks,Low Fat,4.61,0.122629121,175.4396,OUT035,2004,Small,Tier 2,Ahmedabad,2616.594
FDK34,Snack Foods,Low Fat,13.35,0.038519399,236.8564,OUT035,2004,Small,Tier 2,Ahmedabad,5005.4844
FDI57,Seafood,Low Fat,19.85,0.054015429,196.3768,OUT035,2004,Small,Tier 2,Ahmedabad,4138.6128
FDY31,Fruits and Vegetables,Low Fat,5.98,0.043554614,148.2418,OUT035,2004,Small,Tier 2,Ahmedabad,2354.2688
FDS55,Fruits and Vegetables,Low Fat,7.02,0.08114883,146.8734,OUT035,2004,Small,Tier 2,Ahmedabad,3563.3616
DRL60,Soft Drinks,Low Fat,8.52,0.027054244,151.5682,OUT035,2004,Small,Tier 2,Ahmedabad,3506.7686
FDR33,Snack Foods,Low Fat,7.31,0.026783871,108.157,OUT035,2004,Small,Tier 2,Ahmedabad,1098.57
FDI32,Fruits and Vegetables,Low Fat,17.7,0.174340475,116.6834,OUT035,2004,Small,Tier 2,Ahmedabad,3570.6854
NCX05,Health and Hygiene,Low Fat,15.2,0.097043739,116.8492,OUT035,2004,Small,Tier 2,Ahmedabad,2664.5316
FDA49,Canned,Low Fat,19.7,0.064909488,88.5198,OUT035,2004,Small,Tier 2,Ahmedabad,1308.297
FDV47,Breads,Low Fat,17.1,0.054197299,83.5566,OUT035,2004,Small,Tier 2,Ahmedabad,1860.2452
DRJ49,Soft Drinks,Low Fat,6.865,0.013990601,127.6652,OUT035,2004,Small,Tier 2,Ahmedabad,2841.6344
NCS53,Health and Hygiene,Low Fat,14.5,0.089761211,159.4604,OUT035,2004,Small,Tier 2,Ahmedabad,2376.906
FDS43,Fruits and Vegetables,Low Fat,11.65,0.040507228,186.924,OUT035,2004,Small,Tier 2,Ahmedabad,2237.088
NCH07,Household,Low Fat,13.15,0.09264951,157.8604,OUT035,2004,Small,Tier 2,Ahmedabad,3803.0496
DRD13,Soft Drinks,Low Fat,15.0,0.049070183,61.9168,OUT035,2004,Small,Tier 2,Ahmedabad,767.0016
FDN27,Meat,Low Fat,20.85,0.039555016,116.8808,OUT035,2004,Small,Tier 2,Ahmedabad,820.2656
NCY17,Health and Hygiene,Low Fat,18.2,0.1630653,43.3086,OUT035,2004,Small,Tier 2,Ahmedabad,758.3462
FDX02,Dairy,Low Fat,16.0,0.057049301,225.9404,OUT035,2004,Small,Tier 2,Ahmedabad,1350.2424
FDV21,Snack Foods,Low Fat,11.5,0.171050595,126.3704,OUT035,2004,Small,Tier 2,Ahmedabad,3880.2824
FDN02,Canned,Low Fat,16.5,0.073813788,207.2638,OUT035,2004,Small,Tier 2,Ahmedabad,5383.6588
FDS23,Breads,Low Fat,4.635,0.14086247,126.4994,OUT035,2004,Small,Tier 2,Ahmedabad,1670.4922
FDC53,Frozen Foods,Low Fat,8.68,0.008834023,100.0384,OUT035,2004,Small,Tier 2,Ahmedabad,2266.3832
FDG47,Starchy Foods,Low Fat,12.8,0.069605676,261.9252,OUT035,2004,Small,Tier 2,Ahmedabad,4984.1788
FDT49,Canned,Low Fat,7.0,0.151376958,108.228,OUT035,2004,Small,Tier 2,Ahmedabad,1171.808
FDP23,Breads,Low Fat,6.71,0.03558013,217.5166,OUT035,2004,Small,Tier 2,Ahmedabad,4572.0486
NCM05,Health and Hygiene,Low Fat,6.825,0.059835659,264.3226,OUT035,2004,Small,Tier 2,Ahmedabad,4229.1616
FDN32,Fruits and Vegetables,Low Fat,17.5,0.015557426,184.7266,OUT035,2004,Small,Tier 2,Ahmedabad,2213.1192
NCL31,Others,Low Fat,7.39,0.120258245,141.547,OUT035,2004,Small,Tier 2,Ahmedabad,2290.352
FDQ37,Breakfast,Low Fat,20.75,0.089243789,192.0478,OUT035,2004,Small,Tier 2,Ahmedabad,4649.9472
FDW33,Snack Foods,Low Fat,9.395,0.099101845,105.828,OUT035,2004,Small,Tier 2,Ahmedabad,1704.448
NCP05,Health and Hygiene,Low Fat,19.6,0.025281802,152.0024,OUT035,2004,Small,Tier 2,Ahmedabad,2884.2456
FDH08,Fruits and Vegetables,Low Fat,7.51,0.017425784,227.901,OUT035,2004,Small,Tier 2,Ahmedabad,459.402
DRI49,Soft Drinks,Low Fat,14.15,0.183472595,82.0276,OUT035,2004,Small,Tier 2,Ahmedabad,1624.552
NCK18,Household,Low Fat,9.6,0.0,163.9184,OUT035,2004,Small,Tier 2,Ahmedabad,4293.0784
FDS52,Frozen Foods,Low Fat,8.89,0.00547348,100.5016,OUT035,2004,Small,Tier 2,Ahmedabad,1315.6208
FDL08,Fruits and Vegetables,Low Fat,10.8,0.049709624,246.8144,OUT035,2004,Small,Tier 2,Ahmedabad,2450.144
DRL11,Hard Drinks,Low Fat,10.5,0.048009081,157.0946,OUT035,2004,Small,Tier 2,Ahmedabad,2209.1244
FDS14,Dairy,Low Fat,7.285,0.049954435,156.5288,OUT035,2004,Small,Tier 2,Ahmedabad,2356.932
NCL18,Household,Low Fat,18.85,0.167552202,193.1136,OUT035,2004,Small,Tier 2,Ahmedabad,2332.9632
FDW50,Dairy,Low Fat,13.1,0.075563757,168.1158,OUT035,2004,Small,Tier 2,Ahmedabad,2005.3896
FDX55,Fruits and Vegetables,Low Fat,15.1,0.055195461,216.1166,OUT035,2004,Small,Tier 2,Ahmedabad,5007.4818
DRI11,Hard Drinks,Low Fat,8.26,0.034397781,115.7834,OUT035,2004,Small,Tier 2,Ahmedabad,2073.3012
NCI29,Health and Hygiene,Low Fat,8.6,0.032615377,142.9154,OUT035,2004,Small,Tier 2,Ahmedabad,992.7078
DRQ35,Hard Drinks,Low Fat,9.3,0.042283454,125.4388,OUT035,2004,Small,Tier 2,Ahmedabad,3715.164
DRC12,Soft Drinks,Low Fat,17.85,0.03781972,191.6188,OUT035,2004,Small,Tier 2,Ahmedabad,2475.4444
NCM29,Health and Hygiene,Low Fat,11.5,0.017638893,132.7626,OUT035,2004,Small,Tier 2,Ahmedabad,2885.5772
FDJ04,Frozen Foods,Low Fat,18.0,0.124428516,119.9124,OUT035,2004,Small,Tier 2,Ahmedabad,948.0992
NCJ05,Health and Hygiene,Low Fat,18.7,0.046079558,151.5682,OUT035,2004,Small,Tier 2,Ahmedabad,1982.0866
FDV32,Fruits and Vegetables,Low Fat,7.785,0.088691614,61.851,OUT035,2004,Small,Tier 2,Ahmedabad,1454.773
FDF59,Starchy Foods,Low Fat,12.5,0.071230537,128.102,OUT035,2004,Small,Tier 2,Ahmedabad,885.514
NCK07,Others,Low Fat,10.65,0.048677482,166.1526,OUT035,2004,Small,Tier 2,Ahmedabad,2466.789
NCU54,Household,Low Fat,8.88,0.098603729,210.727,OUT035,2004,Small,Tier 2,Ahmedabad,4194.54
FDT43,Fruits and Vegetables,Low Fat,16.35,0.020544065,49.9324,OUT035,2004,Small,Tier 2,Ahmedabad,259.662
FDU39,Meat,Low Fat,18.85,0.036031137,60.4562,OUT035,2004,Small,Tier 2,Ahmedabad,1125.8678
DRG23,Hard Drinks,Low Fat,8.88,0.086764795,153.8682,OUT035,2004,Small,Tier 2,Ahmedabad,1829.6184
DRE60,Soft Drinks,Low Fat,9.395,0.159304333,226.172,OUT035,2004,Small,Tier 2,Ahmedabad,3848.324
NCK29,Health and Hygiene,Low Fat,5.615,0.12574524,122.473,OUT035,2004,Small,Tier 2,Ahmedabad,1354.903
NCC07,Household,Low Fat,19.6,0.02394662,106.9964,OUT035,2004,Small,Tier 2,Ahmedabad,1788.3388
FDD17,Frozen Foods,Low Fat,7.5,0.0,237.7906,OUT035,2004,Small,Tier 2,Ahmedabad,1188.453
FDI22,Snack Foods,Low Fat,12.6,0.09619424,210.8612,OUT035,2004,Small,Tier 2,Ahmedabad,1254.3672
FDE39,Dairy,Low Fat,7.89,0.036127671,117.4782,OUT035,2004,Small,Tier 2,Ahmedabad,2026.0294
DRC49,Soft Drinks,Low Fat,8.67,0.065424208,145.8128,OUT035,2004,Small,Tier 2,Ahmedabad,2444.8176
NCY29,Health and Hygiene,Low Fat,13.65,0.077219509,56.493,OUT035,2004,Small,Tier 2,Ahmedabad,509.337
NCQ18,Household,Low Fat,15.75,0.13504726,98.57,OUT035,2004,Small,Tier 2,Ahmedabad,2496.75
DRF37,Soft Drinks,Low Fat,17.25,0.084316691,263.391,OUT035,2004,Small,Tier 2,Ahmedabad,6311.784
FDM14,Canned,Low Fat,13.8,0.01326146,108.0254,OUT035,2004,Small,Tier 2,Ahmedabad,759.6778
DRN37,Soft Drinks,Low Fat,9.6,0.09627919,167.3158,OUT035,2004,Small,Tier 2,Ahmedabad,1838.2738
FDG04,Frozen Foods,Low Fat,13.1,0.006061565,188.9898,OUT035,2004,Small,Tier 2,Ahmedabad,4303.0654
NCN07,Others,Low Fat,18.5,0.033938279,132.5284,OUT035,2004,Small,Tier 2,Ahmedabad,1318.284
DRN35,Hard Drinks,Low Fat,8.01,0.070234306,34.9532,OUT035,2004,Small,Tier 2,Ahmedabad,539.298
FDC47,Snack Foods,Low Fat,15.0,0.118868155,229.4694,OUT035,2004,Small,Tier 2,Ahmedabad,5937.6044
FDG31,Meat,Low Fat,12.15,0.037889224,64.7826,OUT035,2004,Small,Tier 2,Ahmedabad,904.1564
FDQ20,Fruits and Vegetables,Low Fat,8.325,0.029779207,39.3138,OUT035,2004,Small,Tier 2,Ahmedabad,974.7312
NCW30,Household,Low Fat,5.21,0.011007815,259.5962,OUT035,2004,Small,Tier 2,Ahmedabad,2848.9582
FDD45,Fruits and Vegetables,Low Fat,8.615,0.116226984,95.9436,OUT035,2004,Small,Tier 2,Ahmedabad,2741.7644
FDX44,Fruits and Vegetables,Low Fat,9.3,0.04295842,89.3172,OUT035,2004,Small,Tier 2,Ahmedabad,2051.9956
NCX54,Household,Low Fat,9.195,0.048050783,105.6622,OUT035,2004,Small,Tier 2,Ahmedabad,1693.7952
FDE59,Starchy Foods,Low Fat,12.15,0.06227604,37.9532,OUT035,2004,Small,Tier 2,Ahmedabad,1078.596
FDK02,Canned,Low Fat,12.5,0.112203445,121.144,OUT035,2004,Small,Tier 2,Ahmedabad,1438.128
FDU36,Baking Goods,Low Fat,6.15,0.046262201,97.8384,OUT035,2004,Small,Tier 2,Ahmedabad,2069.3064
FDG60,Baking Goods,Low Fat,20.35,0.060688248,234.2616,OUT035,2004,Small,Tier 2,Ahmedabad,4687.232
NCC30,Household,Low Fat,16.6,0.027573983,176.6344,OUT035,2004,Small,Tier 2,Ahmedabad,2676.516
FDH32,Fruits and Vegetables,Low Fat,12.8,0.076045655,96.541,OUT035,2004,Small,Tier 2,Ahmedabad,3765.099
FDK38,Canned,Low Fat,6.65,0.053279839,147.7734,OUT035,2004,Small,Tier 2,Ahmedabad,2078.6276
NCS06,Household,Low Fat,7.935,0.031730739,261.091,OUT035,2004,Small,Tier 2,Ahmedabad,2366.919
NCU18,Household,Low Fat,15.1,0.055829496,140.2496,OUT035,2004,Small,Tier 2,Ahmedabad,2681.8424
FDX16,Frozen Foods,Low Fat,17.85,0.065797601,147.805,OUT035,2004,Small,Tier 2,Ahmedabad,1947.465
NCC54,Health and Hygiene,Low Fat,17.75,0.097692448,242.4196,OUT035,2004,Small,Tier 2,Ahmedabad,5543.4508
NCP29,Health and Hygiene,Low Fat,8.42,0.112249781,64.3168,OUT035,2004,Small,Tier 2,Ahmedabad,703.0848
FDB16,Dairy,Low Fat,8.21,0.044917289,88.5198,OUT035,2004,Small,Tier 2,Ahmedabad,1133.8574
DRI23,Hard Drinks,Low Fat,18.85,0.0,162.0578,OUT035,2004,Small,Tier 2,Ahmedabad,3209.156
FDP57,Snack Foods,Low Fat,17.5,0.052434201,103.999,OUT035,2004,Small,Tier 2,Ahmedabad,1857.582
NCS42,Household,Low Fat,8.6,0.069403341,91.2146,OUT035,2004,Small,Tier 2,Ahmedabad,2554.0088
NCL41,Health and Hygiene,Low Fat,12.35,0.041729735,36.3216,OUT035,2004,Small,Tier 2,Ahmedabad,276.9728
FDB15,Dairy,Low Fat,10.895,0.136784873,265.2568,OUT035,2004,Small,Tier 2,Ahmedabad,4218.5088
FDT21,Snack Foods,Low Fat,7.42,0.020387989,247.1092,OUT035,2004,Small,Tier 2,Ahmedabad,4233.1564
FDA21,Snack Foods,Low Fat,13.65,0.03595391,185.2924,OUT035,2004,Small,Tier 2,Ahmedabad,3146.5708
NCP50,Others,Low Fat,17.35,0.020555958,79.4618,OUT035,2004,Small,Tier 2,Ahmedabad,1772.3596
DRE37,Soft Drinks,Low Fat,13.5,0.0,189.1872,OUT035,2004,Small,Tier 2,Ahmedabad,1890.872
NCU53,Health and Hygiene,Low Fat,5.485,0.042743728,166.2842,OUT035,2004,Small,Tier 2,Ahmedabad,1989.4104
NCA30,Household,Low Fat,19.0,0.129309277,188.8872,OUT035,2004,Small,Tier 2,Ahmedabad,3592.6568
NCN54,Household,Low Fat,20.35,0.021322439,79.1328,OUT035,2004,Small,Tier 2,Ahmedabad,1235.7248
DRN47,Hard Drinks,Low Fat,12.1,0.016823566,178.566,OUT035,2004,Small,Tier 2,Ahmedabad,3775.086
FDN09,Snack Foods,Low Fat,14.15,0.034868095,243.7828,OUT035,2004,Small,Tier 2,Ahmedabad,6579.4356
NCU17,Health and Hygiene,Low Fat,5.32,0.092865746,100.6674,OUT035,2004,Small,Tier 2,Ahmedabad,2648.5524
FDH57,Fruits and Vegetables,Low Fat,10.895,0.035740763,131.9284,OUT035,2004,Small,Tier 2,Ahmedabad,659.142
NCE42,Household,Low Fat,21.1,0.010600287,233.9958,OUT035,2004,Small,Tier 2,Ahmedabad,1869.5664
FDJ52,Frozen Foods,Low Fat,7.145,0.017783501,159.4578,OUT035,2004,Small,Tier 2,Ahmedabad,3209.156
FDZ15,Dairy,Low Fat,13.1,0.0,117.8782,OUT035,2004,Small,Tier 2,Ahmedabad,2741.0986
FDE34,Snack Foods,Low Fat,9.195,0.107870997,181.2634,OUT035,2004,Small,Tier 2,Ahmedabad,2362.9242
FDS60,Baking Goods,Low Fat,20.85,0.032442388,178.366,OUT035,2004,Small,Tier 2,Ahmedabad,4673.916
NCS54,Household,Low Fat,13.6,0.009991273,175.537,OUT035,2004,Small,Tier 2,Ahmedabad,3705.177
NCN30,Household,Low Fat,16.35,0.016989991,98.541,OUT035,2004,Small,Tier 2,Ahmedabad,772.328
FDB08,Fruits and Vegetables,Low Fat,6.055,0.0,162.3578,OUT035,2004,Small,Tier 2,Ahmedabad,1604.578
NCT30,Household,Low Fat,9.1,0.080277707,47.2718,OUT035,2004,Small,Tier 2,Ahmedabad,850.8924
FDO37,Breakfast,Low Fat,8.06,0.021372636,231.7326,OUT035,2004,Small,Tier 2,Ahmedabad,5313.7498
FDZ20,Fruits and Vegetables,Low Fat,16.1,0.034300475,253.2356,OUT035,2004,Small,Tier 2,Ahmedabad,5849.7188
DRK49,Soft Drinks,Low Fat,14.15,0.03593692,41.0138,OUT035,2004,Small,Tier 2,Ahmedabad,771.6622
FDI24,Baking Goods,Low Fat,10.3,0.078728915,178.437,OUT035,2004,Small,Tier 2,Ahmedabad,2822.992
NCE18,Household,Low Fat,10.0,0.021421289,248.375,OUT035,2004,Small,Tier 2,Ahmedabad,7240.575
FDG52,Frozen Foods,Low Fat,13.65,0.065618434,47.6402,OUT035,2004,Small,Tier 2,Ahmedabad,459.402
FDV23,Breads,Low Fat,11.0,0.105816753,126.0046,OUT035,2004,Small,Tier 2,Ahmedabad,871.5322
FDW25,Canned,Low Fat,5.175,0.037391881,83.2224,OUT035,2004,Small,Tier 2,Ahmedabad,1789.6704
NCJ54,Household,Low Fat,9.895,0.060055757,234.2642,OUT035,2004,Small,Tier 2,Ahmedabad,3717.8272
FDW59,Breads,Low Fat,13.15,0.020711996,82.7566,OUT035,2004,Small,Tier 2,Ahmedabad,1691.132
FDC39,Dairy,Low Fat,7.405,0.159165324,207.1296,OUT035,2004,Small,Tier 2,Ahmedabad,3739.1328
FDQ58,Snack Foods,Low Fat,7.315,0.0,153.734,OUT035,2004,Small,Tier 2,Ahmedabad,2756.412
FDA22,Starchy Foods,Low Fat,7.435,0.084436394,168.6158,OUT035,2004,Small,Tier 2,Ahmedabad,4512.1266
DRJ13,Soft Drinks,Low Fat,12.65,0.062878412,160.9578,OUT035,2004,Small,Tier 2,Ahmedabad,4332.3606
FDY50,Dairy,Low Fat,5.8,0.130931048,89.9172,OUT035,2004,Small,Tier 2,Ahmedabad,1516.6924
FDQ34,Snack Foods,Low Fat,10.85,0.162211939,107.0622,OUT035,2004,Small,Tier 2,Ahmedabad,741.0354
FDX34,Snack Foods,Low Fat,6.195,0.071971918,121.3098,OUT035,2004,Small,Tier 2,Ahmedabad,4820.392
FDE22,Snack Foods,Low Fat,9.695,0.029567218,160.492,OUT035,2004,Small,Tier 2,Ahmedabad,4314.384
FDT08,Fruits and Vegetables,Low Fat,13.65,0.049209192,150.005,OUT035,2004,Small,Tier 2,Ahmedabad,2247.075
NCK53,Health and Hygiene,Low Fat,11.6,0.037574137,100.0042,OUT035,2004,Small,Tier 2,Ahmedabad,2976.126
FDQ44,Fruits and Vegetables,Low Fat,20.5,0.036133463,120.1756,OUT035,2004,Small,Tier 2,Ahmedabad,3392.9168
NCJ29,Health and Hygiene,Low Fat,10.6,0.035186271,85.1224,OUT035,2004,Small,Tier 2,Ahmedabad,1193.1136
NCD06,Household,Low Fat,13.0,0.099887103,45.906,OUT017,2007,,Tier 2,Ahmedabad,838.908
FDA43,Fruits and Vegetables,Low Fat,10.895,0.065041581,196.3794,OUT017,2007,,Tier 2,Ahmedabad,3121.2704
NCP18,Household,Low Fat,12.15,0.028760013,151.4708,OUT017,2007,,Tier 2,Ahmedabad,4815.0656
FDG02,Canned,Low Fat,7.855,0.011324862,189.6188,OUT017,2007,,Tier 2,Ahmedabad,2285.0256
FDL04,Frozen Foods,Low Fat,19.0,0.112556507,104.9622,OUT017,2007,,Tier 2,Ahmedabad,1587.933
FDS52,Frozen Foods,Low Fat,8.89,0.005505481,102.4016,OUT017,2007,,Tier 2,Ahmedabad,2732.4432
DRA12,Soft Drinks,Low Fat,11.6,0.041177505,140.3154,OUT017,2007,,Tier 2,Ahmedabad,2552.6772
NCF19,Household,Low Fat,13.0,0.035307322,47.5034,OUT017,2007,,Tier 2,Ahmedabad,680.4476
FDW11,Breads,Low Fat,12.6,0.049058014,62.7194,OUT017,2007,,Tier 2,Ahmedabad,866.8716
FDV38,Dairy,Low Fat,19.25,0.102349519,52.7956,OUT017,2007,,Tier 2,Ahmedabad,928.1252
FDX44,Fruits and Vegetables,Low Fat,9.3,0.043209581,90.8172,OUT017,2007,,Tier 2,Ahmedabad,535.3032
NCX54,Household,Low Fat,9.195,0.048331717,105.1622,OUT017,2007,,Tier 2,Ahmedabad,1693.7952
DRJ25,Soft Drinks,Low Fat,14.6,0.151419185,50.3692,OUT017,2007,,Tier 2,Ahmedabad,1034.6532
FDN13,Breakfast,Low Fat,18.6,0.152918384,99.8358,OUT017,2007,,Tier 2,Ahmedabad,1910.1802
DRD24,Soft Drinks,Low Fat,13.85,0.030969274,140.9154,OUT017,2007,,Tier 2,Ahmedabad,1701.7848
FDP25,Canned,Low Fat,15.2,0.021327477,216.8824,OUT017,2007,,Tier 2,Ahmedabad,2838.9712
FDK44,Fruits and Vegetables,Low Fat,16.6,0.122918852,173.0738,OUT017,2007,,Tier 2,Ahmedabad,3823.0236
FDT25,Canned,Low Fat,7.5,0.051038045,121.7072,OUT017,2007,,Tier 2,Ahmedabad,3552.7088
NCR18,Household,Low Fat,15.85,0.020603511,42.7112,OUT017,2007,,Tier 2,Ahmedabad,639.168
FDF05,Frozen Foods,Low Fat,17.5,0.027022883,262.491,OUT017,2007,,Tier 2,Ahmedabad,5259.82
FDW13,Canned,Low Fat,8.5,0.098438394,51.1324,OUT017,2007,,Tier 2,Ahmedabad,259.662
FDS12,Baking Goods,Low Fat,9.1,0.175103435,127.5362,OUT017,2007,,Tier 2,Ahmedabad,4655.9394
FDG59,Starchy Foods,Low Fat,15.85,0.043479126,36.7164,OUT017,2007,,Tier 2,Ahmedabad,308.9312
DRE49,Soft Drinks,Low Fat,20.75,0.021370201,153.0024,OUT017,2007,,Tier 2,Ahmedabad,2277.036
DRP47,Hard Drinks,Low Fat,15.75,0.141398626,250.5382,OUT017,2007,,Tier 2,Ahmedabad,2775.7202
DRD13,Soft Drinks,Low Fat,15.0,0.049357077,62.6168,OUT017,2007,,Tier 2,Ahmedabad,958.752
NCC06,Household,Low Fat,19.0,0.027139013,127.3336,OUT017,2007,,Tier 2,Ahmedabad,2940.1728
NCV17,Health and Hygiene,Low Fat,18.85,0.01619866,129.2626,OUT017,2007,,Tier 2,Ahmedabad,3147.9024
FDA13,Canned,Low Fat,15.85,0.078999287,38.6506,OUT017,2007,,Tier 2,Ahmedabad,759.012
NCV42,Household,Low Fat,6.26,0.031599715,111.3228,OUT017,2007,,Tier 2,Ahmedabad,2431.5016
FDH16,Frozen Foods,Low Fat,10.5,0.052852621,88.783,OUT017,2007,,Tier 2,Ahmedabad,2067.309
NCP42,Household,Low Fat,8.51,0.016201845,195.2478,OUT017,2007,,Tier 2,Ahmedabad,4262.4516
NCK54,Household,Low Fat,12.15,0.0,117.815,OUT017,2007,,Tier 2,Ahmedabad,2330.3
FDB53,Frozen Foods,Low Fat,13.35,0.140241213,150.2392,OUT017,2007,,Tier 2,Ahmedabad,2684.5056
FDR60,Baking Goods,Low Fat,14.3,0.131152799,78.6328,OUT017,2007,,Tier 2,Ahmedabad,231.6984
FDT31,Fruits and Vegetables,Low Fat,19.75,0.012518707,190.6872,OUT017,2007,,Tier 2,Ahmedabad,4916.2672
FDU38,Dairy,Low Fat,10.8,0.083016832,193.4504,OUT017,2007,,Tier 2,Ahmedabad,2876.256
NCQ50,Household,Low Fat,18.75,0.034501405,211.7218,OUT017,2007,,Tier 2,Ahmedabad,5770.4886
NCE07,Household,Low Fat,8.18,0.0132043,143.8154,OUT017,2007,,Tier 2,Ahmedabad,2694.4926
FDL34,Snack Foods,Low Fat,16.0,0.041177505,142.3496,OUT017,2007,,Tier 2,Ahmedabad,3246.4408
NCR38,Household,Low Fat,17.25,0.114160573,253.1724,OUT017,2007,,Tier 2,Ahmedabad,3775.086
FDJ08,Fruits and Vegetables,Low Fat,11.1,0.111298111,191.7846,OUT017,2007,,Tier 2,Ahmedabad,3057.3536
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053523765,55.393,OUT017,2007,,Tier 2,Ahmedabad,1471.418
NCQ53,Health and Hygiene,Low Fat,17.6,0.019012262,237.159,OUT017,2007,,Tier 2,Ahmedabad,3072.667
NCN29,Health and Hygiene,Low Fat,15.2,0.012184999,50.3034,OUT017,2007,,Tier 2,Ahmedabad,145.8102
FDY09,Snack Foods,Low Fat,15.6,0.025342692,174.3054,OUT017,2007,,Tier 2,Ahmedabad,1751.054
FDO34,Snack Foods,Low Fat,17.7,0.030108283,165.9816,OUT017,2007,,Tier 2,Ahmedabad,4362.3216
FDT59,Breads,Low Fat,13.65,0.016001434,230.6668,OUT017,2007,,Tier 2,Ahmedabad,1842.9344
DRC12,Soft Drinks,Low Fat,17.85,0.038040837,189.1188,OUT017,2007,,Tier 2,Ahmedabad,3237.1196
FDR23,Breads,Low Fat,15.85,0.0,174.737,OUT017,2007,,Tier 2,Ahmedabad,2822.992
FDS49,Canned,Low Fat,9.0,0.079794329,80.1644,OUT017,2007,,Tier 2,Ahmedabad,1178.466
